Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load
0.8167078360034602,763.3558496909574,258.75511405496104,110.25,6.787343346660213,135,0.25246992736084745,5,33.92783463313143,28.759446400689907
0.7495414178851922,514.5,395.4931436605331,163.52907210377256,3.5,225,0.11418594420915829,2,30.758818013742015,11.695880653941952
0.832677525379966,639.2098910892211,284.7213276022418,218.12008272923765,5.688243448561144,45,0.06927419934817214,3,18.602084690808216,10.9
0.9252689205593935,690.5419195701911,308.7422144569171,128.75803791609746,3.607565996669748,0,0.30394311695661796,2,41.0664102845065,12.273484960313368
0.7393985137208773,590.8473836460781,332.92349329811555,208.96241758325357,3.5,180,0.28836803456681365,4,12.733678063409327,10.9
0.7394002503515869,808.5,293.8357707912397,220.5,6.623833129630546,45,0.3868658432988712,5,12.262431635846657,16.97779292070895
0.9312118121600989,615.7375448804594,324.7562974987751,110.25,6.841070607249664,135,0.22979461989189087,0,30.043400131980057,34.998017521291665
0.8453439752150852,668.0710209133512,343.6007894625028,169.76771729816795,6.05064353546175,90,0.4,2,36.49643500356864,14.440284270241222
0.7145068511346183,720.6861602854107,360.4081753569056,110.25,4.929599016672373,135,0.27012429409224775,4,40.39538051473056,20.188478247595516
0.8215572985876853,619.6243528048601,353.0302481986948,171.2651698980805,3.5,45,0.3098810420802255,5,32.36820161306791,25.12872111281672
0.7151475128452632,514.5,311.00451399005937,176.28027210844598,3.5,90,0.05340429128701349,2,29.719460192108855,25.464602566479922
0.7149029488942347,633.9498209274902,312.1029716314665,110.25,3.552654632951679,135,0.15256634186228368,1,30.50877670497996,18.942042395501275
0.789760825009843,762.3877536153403,416.5,220.5,4.840805249873093,135,0.3036070222380852,2,19.5009127190936,35.893425578463784
0.561784711745737,642.0325500966811,359.940317804132,189.52234239726053,7.0,45,0.22315413007821622,4,14.222130212143378,24.81980534741377
0.5817092122520899,597.1492232213499,278.2840773684416,138.25721659515634,7.0,0,0.2593782528989113,3,25.079046534738765,26.21254733164343
0.7046893111077058,753.2472030092822,322.862131770537,220.5,3.5,315,0.12560124224741123,2,6.01,48.03
0.6570319472702942,642.571657453879,303.87888407702184,110.25,4.036051071975049,315,0.25062084445163435,0,19.19604274892847,41.11264212731403
0.7974069563089684,626.770248694984,312.5958435558282,121.08748895132263,3.9888969176599938,180,0.250167750409077,4,16.952141936116462,24.769581179390034
0.6681181719245278,684.8733397926719,264.8614523241435,110.25,3.5,135,0.07711678216665421,3,28.19252573169939,29.786645381639527
0.61477674597085,739.6007257478988,300.5292386611824,220.5,6.241357282292553,315,0.31997585200910633,4,24.528363417098046,15.817223234768342
0.9191992939621262,808.5,397.5318043131367,191.6149063373394,4.818939577733706,180,0.007891390780025404,2,37.305987096962006,10.9
0.7402846194888614,744.57634911805,343.7630614913279,206.38667508386845,5.051871528989556,225,0.2589193008075487,1,30.6042256331011,31.072175677988106
0.7713096297089088,773.8741312188515,245.0,190.19917341486618,7.0,225,0.4,1,15.858392896145661,14.529983953096155
0.6134603997718762,627.1397360089426,371.581364860634,202.5189328060395,5.40464148409132,45,0.3250383257401652,0,29.092971462920378,29.956852921620968
0.7065832361565725,581.3435962928922,366.0367021554878,180.13062080601233,4.49573046545988,270,0.32420552513002604,5,6.01,45.019594878534086
0.7758997782236671,677.1988598298024,302.8256463407318,188.84058654571774,6.2517882550988375,45,0.11481931318866173,5,29.697220781047097,10.9
0.6424174712988846,681.1485149265877,349.7916846790089,181.46417811092766,7.0,270,0.4,0,14.778230087735675,10.9
0.8039070547384181,576.7063348297587,281.0074362814559,149.11653947024732,5.769156343092272,270,0.4,3,16.174600214142856,15.850325785913505
0.7006326221343376,656.2673190282496,297.9843977231948,174.49831484182556,6.456867774864628,270,0.12199146228062133,1,35.858087572348715,32.294860978165865
0.7333120380850924,706.8826699415157,383.8763049877382,188.96132554386475,4.995090602253251,0,0.17112677367421059,2,26.237710303775366,36.482277716297425
0.7005196600078929,703.4539877526644,306.64537445947855,181.59722269754587,5.10665559028875,270,0.4,4,20.358772703793885,32.28102968898224
0.9600959776418901,716.1290917121052,245.0,110.25,5.44791513599396,90,0.4,4,32.56278284977583,27.326192294951976
0.7627389643025737,697.3382863203846,315.73830312636477,115.8565657418076,3.931179449937276,180,0.06589281449490195,1,37.17272976757594,24.748017260162438
0.6522846743965725,627.047909731541,315.07146493527995,220.5,4.255244336514549,315,0.10066008625373729,1,12.219886019026704,25.764568792846077
0.8511733912625616,626.4408230931599,370.78060414764775,162.73848887156396,7.0,135,0.21521964736975863,4,15.105344117966762,35.85125284424758
0.6350289069350128,566.0973613442992,319.12544765593805,203.01384258497185,7.0,90,0.0,3,30.49230499477299,18.45945393271064
0.7862597305483962,808.5,300.1078471153631,127.2775331866845,7.0,225,0.23691220696390017,4,25.40078420468765,24.983941660714432
0.5568777074155016,672.8931237121822,364.0921225215917,110.25,3.5,315,0.3923404184115382,0,6.01,13.603814347062707
0.6236744989221309,651.9019009650714,323.76965283610076,138.50232405683496,3.5,225,0.042718966867137886,2,40.2948362536153,28.004989728331097
0.7849901512944867,589.8946462547406,285.7791494045981,166.55180375884424,3.5,180,0.2513082614243612,1,17.446026466430393,24.760990342675466
0.8422797975164418,808.5,368.88847963589825,146.56247301792845,5.485331283665924,315,0.156871179193238,5,12.167287174998181,48.03
0.7822935708959364,577.1630357209306,326.94878137494146,220.5,3.5,180,0.4,1,22.42428938608222,10.9
0.7519336832663881,633.9327851880784,318.6276496310287,184.712507167762,4.218925767473582,270,0.15846700738241537,3,31.409381027462757,33.506012472182846
0.732316677770672,708.3377851547324,326.2615171355841,220.5,7.0,315,0.4,0,33.75618738432031,19.71399808685606
0.6077723425002859,724.5787622921207,271.7905061681456,194.86964522319946,6.97038836311821,90,0.15478169915028173,4,22.884044449450595,32.43068255635288
0.6880233632796154,756.0888475226986,295.48032232786784,110.25,4.358503771249987,90,0.3371114748928159,0,43.1,31.711793028330987
0.7154414601844924,808.5,318.65629631235765,220.5,4.491133763482476,0,0.2679393371021729,0,43.1,21.834718650580115
0.875986387447202,716.2937953148119,310.0075079223543,110.25,6.24331989019802,135,0.21595423753124707,3,26.827297987142117,14.77442211197861
0.8005137420016181,578.686681728898,374.0115732241261,187.01643880464133,6.887786936532606,135,0.12906033903047096,3,21.680805323052645,14.536386079400302
0.5776767291665662,649.0750352218665,327.98465239850606,141.6148250797314,4.316401772124975,135,0.2774179539031344,5,18.908536915257045,25.588010298666568
0.7984474509207184,698.8240914243447,355.79645011216604,220.5,4.839592182367954,270,0.17568664434798148,4,20.765489250117245,17.71006098819832
0.7234336350401352,808.5,318.9098862620067,220.5,4.258837476797329,315,0.14248395525150698,5,37.393029098770704,22.39764271363571
0.6925635661102143,548.5810777373222,364.582149929318,143.0991324892301,3.5,225,0.4,4,25.695504213561865,12.777766111931694
